ward_id,name,lon,lat
1,Ward No - 1,72.64643733109061,23.271594814475048
1,Ward No - 1,72.64573598739022,23.296135522094772
1,Ward No - 1,72.62437547912882,23.306080899140024
1,Ward No - 1,72.6393184183258,23.29872945806779
1,Ward No - 1,72.6283492244031,23.256635137382478
1,Ward No - 1,72.63443276711128,23.24508375005284
1,Ward No - 1,72.64556897612496,23.26563239045772
1,Ward No - 1,72.61252757112027,23.28885391911016
1,Ward No - 1,72.62977976118789,23.25396556497866
1,Ward No - 1,72.6165015179044,23.287918410840295
1,Ward No - 1,72.6280065362139,23.29943040814361
1,Ward No - 1,72.64240477150923,23.262652373660096
1,Ward No - 1,72.64962786355271,23.297457328537863
1,Ward No - 1,72.64143237305144,23.25045120420718
1,Ward No - 1,72.64714699166076,23.287567593215357
1,Ward No - 1,72.64267292734623,23.295758400159336
1,Ward No - 1,72.62919751085639,23.28077411653505
1,Ward No - 1,72.64066119261926,23.27387211566635
1,Ward No - 1,72.63501563491761,23.294646518514366
1,Ward No - 1,72.63881788171952,23.279702410505887
1,Ward No - 1,72.63468571538164,23.26205745333274
1,Ward No - 1,72.65078487818694,23.257108778473487
1,Ward No - 1,72.62015066157632,23.287360180319503
1,Ward No - 1,72.63456669328477,23.295982412368613
1,Ward No - 1,72.64043740887819,23.26929815898692
1,Ward No - 1,72.64361382605432,23.273220475682187
1,Ward No - 1,72.61241936324997,23.28979200477348
1,Ward No - 1,72.62058397319156,23.285124147986004
1,Ward No - 1,72.64669971800554,23.291245974659027
1,Ward No - 1,72.62867467625429,23.259816146892497
1,Ward No - 1,72.62902571006198,23.254876831750153
1,Ward No - 1,72.62082718966589,23.28151477654857
1,Ward No - 1,72.64559260477915,23.291427829751314
1,Ward No - 1,72.62772970123854,23.28491394936955
1,Ward No - 1,72.63604780491444,23.286507022862462
1,Ward No - 1,72.63588162174935,23.265091217296796
1,Ward No - 1,72.63642087741849,23.24218473372887
1,Ward No - 1,72.6307156553832,23.27525829715436
1,Ward No - 1,72.62999501741545,23.259443928739366
1,Ward No - 1,72.62222876510693,23.277376391213842
1,Ward No - 1,72.64930128584524,23.30391765110454
1,Ward No - 1,72.61175924387561,23.279734695211616
1,Ward No - 1,72.61002599619223,23.2880898987272
1,Ward No - 1,72.61947429176946,23.287183901309167
1,Ward No - 1,72.64386747969674,23.294904420927473
1,Ward No - 1,72.63444741538463,23.26679135811853
1,Ward No - 1,72.64949269556288,23.297703813972714
1,Ward No - 1,72.62143911238887,23.30792820021295
1,Ward No - 1,72.62000422831913,23.276979477651203
1,Ward No - 1,72.6180915233844,23.30673675230392
1,Ward No - 1,72.6528309240213,23.303725803653506
1,Ward No - 1,72.6324777244534,23.26290418135714
1,Ward No - 1,72.64633097136145,23.287342137955154
1,Ward No - 1,72.64495071323898,23.25912477719105
1,Ward No - 1,72.63688423002147,23.302390952597726
1,Ward No - 1,72.63148630572748,23.250744193375326
1,Ward No - 1,72.61129810364284,23.288472909139667
1,Ward No - 1,72.64207629004885,23.28164886815613
1,Ward No - 1,72.61501669166034,23.297412102292284
1,Ward No - 1,72.64323338250408,23.29280766798236
1,Ward No - 1,72.62055314262747,23.275108237270164
1,Ward No - 1,72.61975953016196,23.305942600435223
1,Ward No - 1,72.63877721143409,23.248058170104265
1,Ward No - 1,72.62966078279705,23.296043571556087
1,Ward No - 1,72.64947293368911,23.296895578684303
1,Ward No - 1,72.61681515457887,23.27809010731298
1,Ward No - 1,72.63724720656907,23.301908665150954
1,Ward No - 1,72.63708803697152,23.269735322828335
1,Ward No - 1,72.63975980557925,23.30189111259832
1,Ward No - 1,72.62892286399861,23.258091300406353
1,Ward No - 1,72.6170352281046,23.293304600527662
1,Ward No - 1,72.64133491336462,23.268396477130455
1,Ward No - 1,72.6214857472075,23.276235105335537
1,Ward No - 1,72.65196698844267,23.300734782238116
1,Ward No - 1,72.63534378141567,23.26999620968318
1,Ward No - 1,72.63274556901226,23.2477594921017
1,Ward No - 1,72.65024705789743,23.304376562082744
1,Ward No - 1,72.63341948250269,23.276920508351918
1,Ward No - 1,72.62515754550884,23.28578014936978
1,Ward No - 1,72.63023513319632,23.27004052491524
1,Ward No - 1,72.62484970814542,23.289044371251475
1,Ward No - 1,72.62033030034775,23.307642530480717
1,Ward No - 1,72.62205322639652,23.278419865237147
1,Ward No - 1,72.63871934325573,23.260941025939243
1,Ward No - 1,72.64429970871537,23.254879745959816
1,Ward No - 1,72.64210560456779,23.301412467081096
1,Ward No - 1,72.61131345986998,23.284000060590277
1,Ward No - 1,72.60928833604414,23.291869797637958
1,Ward No - 1,72.6469116695841,23.29677525580383
1,Ward No - 1,72.63637493254264,23.24729136856465
1,Ward No - 1,72.6378026342713,23.25268051435201
1,Ward No - 1,72.63500001189081,23.28103489465228
1,Ward No - 1,72.62958436551187,23.277514888790233
1,Ward No - 1,72.645888318013,23.297067174706665
1,Ward No - 1,72.6310163497172,23.282954896379856
1,Ward No - 1,72.64008443419166,23.27016202701719
1,Ward No - 1,72.64645732495184,23.288018600564392
1,Ward No - 1,72.6223419730697,23.304073565551324
1,Ward No - 1,72.64581218559384,23.259695515007557
1,Ward No - 1,72.62506070439812,23.292150421338818
1,Ward No - 1,72.63434566397112,23.306743567489892
1,Ward No - 1,72.64678457030594,23.274456914989756
1,Ward No - 1,72.63894678428603,23.24919084017077
1,Ward No - 1,72.63627545259547,23.28906932431801
1,Ward No - 1,72.6492524506931,23.26145019645779
1,Ward No - 1,72.629177389702,23.27183766479317
1,Ward No - 1,72.62060669960947,23.305492584291237
1,Ward No - 1,72.61962065576967,23.299728583066358
1,Ward No - 1,72.64051244426496,23.286526702455866
1,Ward No - 1,72.611910977921,23.295478411918772
1,Ward No - 1,72.63724224634633,23.297225302913333
1,Ward No - 1,72.61713867884562,23.300613007879885
1,Ward No - 1,72.64228742886952,23.29980517969764
1,Ward No - 1,72.64428482031931,23.254217918455545
1,Ward No - 1,72.6189010708416,23.290752207686428
1,Ward No - 1,72.64291441302551,23.252810329683854
1,Ward No - 1,72.63540838133756,23.250831330013643
1,Ward No - 1,72.63571505034494,23.29003626045742
1,Ward No - 1,72.63961217112242,23.30705842676213
1,Ward No - 1,72.62619425924335,23.274089295869857
1,Ward No - 1,72.62750042309585,23.283760284616456
1,Ward No - 1,72.63881300032303,23.26968155495387
1,Ward No - 1,72.62645412143728,23.255955844210614
1,Ward No - 1,72.63627809287514,23.262982772743715
1,Ward No - 1,72.63003021903774,23.256518800816057
1,Ward No - 1,72.63541083198832,23.280564232952646
1,Ward No - 1,72.64249982898005,23.286372854980904
1,Ward No - 1,72.63978727801346,23.262924333547282
1,Ward No - 1,72.64717478222711,23.279388922925534
1,Ward No - 1,72.62769277199328,23.28482231664762
1,Ward No - 1,72.62382055430214,23.276815638812916
1,Ward No - 1,72.64439889484505,23.303227918516328
1,Ward No - 1,72.63255525292348,23.297111401679064
1,Ward No - 1,72.62129200705881,23.299762920440084
